,label,text,spam,length,filtered_text
4529,ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,0,110,dont forget though love walk beside watching keeping heart warm
4530,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0,205,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
4531,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,0,73,ok days making dinner tonite invited
4532,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,1,160,gr8 new service live sex video chat mob see sexiest dirtiest girls live ur phone 4 details text horny 89070 cancel send stop 89070
4533,ham,I have no money 4 steve mate! !,0,31,money 4 steve mate
4534,ham,IM LATE TELLMISS IM ON MY WAY,0,29,im late tellmiss im way
4535,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,152,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
4536,ham,Normally i use to drink more water daily:),0,42,normally use drink water daily
4537,ham,Dare i ask... Any luck with sorting out the car?,0,48,dare ask luck sorting car
4538,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0,137,partys place usf charge contribute way greatly appreciated yeah got room one
4539,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0,105,urgh coach hot smells chip fat thanks especially duvet predictive text word
4540,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0,155,hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet
4541,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,1,143,freemsg hi baby wow got new cam moby wanna c hot pic fancy chatim w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv
4542,ham,I've been trying to reach him without success,0,45,ive trying reach without success
4543,ham,when you and derek done with class?,0,35,derek done class
4544,ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,0,78,never lei v lazy got wat dat day ì send da url cant work one
4545,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0,159,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
4546,ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,0,126,hey mate spoke mag people weû÷re deliver end month deliver 24th sept talk later
4547,ham,Hope you are having a good week. Just checking in,0,49,hope good week checking
4548,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",0,73,haha friend tyler literally asked could get dubsack
4549,ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",0,166,hey u fancy meetin 4 cha åð hav lil beverage txt ring meet l8r quite tired got 3 vpist love pete x x x
4550,ham,Great. Have a safe trip. Dont panic surrender all.,0,50,great safe trip dont panic surrender
4551,ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",0,142,symptoms u love 1u like listening songs 2u get stopped u see name beloved 3u wont get angry
4552,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0,120,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor
4553,ham,Try to do something dear. You read something for exams,0,54,try something dear read something exams
4554,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,153,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
4555,ham,Gettin rdy to ship comp,0,23,gettin rdy ship comp
4556,ham,I am in hospital da. . I will return home in evening,0,52,hospital da return home evening
4557,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0,90,piss talking someone realise u point itnow read backwards
4558,ham,Think + da. You wil do.,0,23,think da wil
4559,ham,I'm awake oh. What's up.,0,24,im awake oh whats
4560,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0,156,good afternoon boytoy goes walking day get police abstract still wake miss babe
4561,ham,How much u trying to get?,0,25,much u trying get
4562,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,73,come around ltdecimalgt pm vikkyim otside nw il come tht time
4563,ham,Tell me again what your address is,0,34,tell address
4564,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0,158,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
4565,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,208,buy blackberry bold 2 torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
4566,ham,But you were together so you should be thinkin about him,0,56,together thinkin
4567,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,112,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
4568,ham,At WHAT TIME should i come tomorrow,0,35,time come tomorrow
4569,spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1,156,wanna laugh try chitchat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd
4570,ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,0,34,cha quiteamuzing thatåõscool babe
4571,ham,Omg how did u know what I ate?,0,30,omg u know ate
4572,spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",1,148,urgent 2nd attempt contact uu å£1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary maxå£7 50
4573,ham,:( but your not here....,0,24,
4574,ham,Not directly behind... Abt 4 rows behind Ì_...,0,46,directly behind abt 4 rows behind ì
4575,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,115,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
4576,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",1,159,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
4577,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,152,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18
4578,ham,No plans yet. What are you doing ?,0,34,plans yet
4579,ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,142,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn
4580,ham,Not course. Only maths one day one chapter with in one month we can finish.,0,75,course maths one day one chapter one month finish
4581,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),0,95,wow didnt think common take back ur freak unless u chop
4582,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,127,ur chance win å£250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
4583,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,77,noooooooo please last thing need stress life fair
4584,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,1,158,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09065171142stopsms08718727870150ppm
4585,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",1,159,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free å£150 increments help08718728876
4586,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,79,ill see swing bit got things take care firsg
4587,ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0,229,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
4588,ham,Have you not finished work yet or something?,0,44,finished work yet something
4589,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,117,tomorrow going theatre come wherever u call tell come tomorrow
4590,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,1,156,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx å£150
4591,ham,Right it wasnt you who phoned it was someone with a number like yours!,0,70,right wasnt phoned someone number like
4592,ham,It's ok i wun b angry. Msg u aft i come home tonight.,0,53,ok wun b angry msg u aft come home tonight
4593,ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,106,good time nice something bit different weekends change see ya soon
4594,ham,Yo sorry was in the shower sup,0,30,yo sorry shower sup
4595,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0,86,carlos pick ill swing usf little bit
4596,ham,Full heat pa:-) i have applyed oil pa.,0,38,full heat pa applyed oil pa
4597,ham,I'm stuck in da middle of da row on da right hand side of da lt... ,0,67,im stuck da middle da row da right hand side da lt
4598,ham,Have you laid your airtel line to rest?,0,39,laid airtel line rest
4599,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0,97,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
4600,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,144,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop
4601,ham,\Hey j! r u feeling any better,0,30,hey j r u feeling better
4602,ham,And I don't plan on staying the night but I prolly won't be back til late,0,73,dont plan staying night prolly wont back til late
4603,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,35,thanx 4 puttin da fone
4604,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0,72,need 8th im campus atm could pick hour two
4605,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0,134,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
4606,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,106,running managed 5 minutes needed oxygen might resort roller option
4607,ham,We live in the next  &lt;#&gt; mins,0,35,live next ltgt mins
4608,ham,Y de asking like this.,0,22,de asking like
4609,ham,Just glad to be talking to you.,0,31,glad talking
4610,ham,Wat time Ì_ finish?,0,19,wat time ì finish
4611,ham,Sorry da. I gone mad so many pending works what to do.,0,54,sorry da gone mad many pending works
4612,ham,How much you got for cleaning,0,29,much got cleaning
4613,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,101,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u 430
4614,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1,108,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
4615,ham,ÌÏ called dad oredi...,0,22,ìï called dad oredi
4616,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,0,89,good think could send pix would love see top bottom
4617,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0,75,nvm im going wear sport shoes anyway im going late leh
4618,ham,"Sorry, I'll call later In meeting.",0,34,sorry ill call later meeting
4619,ham,THIS IS A LONG FUCKIN SHOWR,0,27,long fuckin showr
4620,ham,"Received, understood n acted upon!",0,34,received understood n acted upon
4621,ham,They finally came to fix the ceiling.,0,37,finally came fix ceiling
4622,ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",0,172,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis
4623,ham,Jus finish blowing my hair. U finish dinner already?,0,52,jus finish blowing hair u finish dinner already
4624,ham,I'm on the bus. Love you,0,24,im bus love
4625,ham,Lol ... I knew that .... I saw him in the dollar store,0,54,lol knew saw dollar store
4626,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,139,please call customer service representative 0800 169 6031 10am9pm guaranteed å£1000 cash å£5000 prize
4627,spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,166,todays voda numbers ending 7634 selected receive å£350 reward match please call 08712300220 quoting claim code 7684 standard rates apply
4628,ham,Only saturday and sunday holiday so its very difficult:),0,56,saturday sunday holiday difficult
4629,ham,Everybody had fun this evening. Miss you.,0,41,everybody fun evening miss
4630,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,89,got hella gas money want go grand nature adventure galileo little bit
4631,ham,"I'm in a meeting, call me later at",0,34,im meeting call later
4632,ham,Oh wow thats gay. Will firmware update help,0,43,oh wow thats gay firmware update help
4633,ham,These won't do. Have to move on to morphine,0,43,wont move morphine
4634,ham,How come i din c Ì_... Yup i cut my hair...,0,43,come din c ì yup cut hair
4635,ham,K k pa Had your lunch aha.,0,26,k k pa lunch aha
4636,ham,Oh ho. Is this the first time u use these type of words,0,55,oh ho first time u use type words
4637,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),0,66,captain vijaykanth comedy captain tvhe drunken
4638,ham,Of course. I guess god's just got me on hold right now.,0,55,course guess gods got hold right
4639,ham,Do you hide anythiing or keeping distance from me,0,49,hide anythiing keeping distance
4640,ham,Havent.,0,7,havent
4641,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1,143,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3
4642,ham,Sorry i din lock my keypad.,0,27,sorry din lock keypad
4643,ham,Did u got that persons story,0,28,u got persons story
4644,ham,Are you planning to come chennai?,0,33,planning come chennai
4645,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,155,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
4646,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,0,157,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs
4647,ham,We are okay. Going to sleep now. Later,0,38,okay going sleep later
4648,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,159,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
4649,ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",0,139,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
4650,spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,1,158,å£400 xmas reward waiting computer randomly picked loyal mobile customers receive å£400 reward call 09066380611
4651,ham,Where r e meeting tmr?,0,22,r e meeting tmr
4652,ham,Lol yes. But it will add some spice to your day.,0,48,lol yes add spice day
4653,ham,Hope you are having a great day.,0,32,hope great day
4654,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,0,80,prasanth ettans mother passed away last night pray family
4655,ham,"K, I'll work something out",0,26,k ill work something
4656,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,1,136,private 2003 account statement shows 800 unredeemed points call 08718738002 identifier code 48922 expires 211104
4657,ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,106,message great doctor india 1 drink appy fizz contains cancer causing age
4658,ham,I cant pick the phone right now. Pls send a message,0,51,cant pick phone right pls send message
4659,ham,You call him and tell now infront of them. Call him now.,0,56,call tell infront call
4660,ham,Ok no prob...,0,13,ok prob
4661,ham,Ladies first and genus second k .,0,33,ladies first genus second k
4662,ham,No. Yes please. Been swimming?,0,30,yes please swimming
4663,ham,Mum not going robinson already.,0,31,mum going robinson already
4664,ham,Ok set let u noe e details later...,0,35,ok set let u noe e details later
4665,ham,Not..tel software name..,0,24,nottel software name
4666,ham,I send the print  outs da.,0,26,send print outs da
4667,ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,0,49,im realy soz imat mums 2nite 2moro
4668,ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",0,70,born god said oh another idiot born
4669,ham,"I didnt get ur full msg..sometext is missing, send it again",0,59,didnt get ur full msgsometext missing send
4670,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",0,64,probably im almost gas get cash tomorrow
4671,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,152,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114
4672,ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,0,109,forgot 2 ask ì smth theres card da present lei ìï want 2 write smth sign
4673,ham,I'm leaving my house now.,0,25,im leaving house
4674,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,160,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop 150ptext
4675,ham,ÌÏ ready then call me...,0,24,ìï ready call
4676,ham,Wewa is 130. Iriver 255. All 128 mb.,0,36,wewa 130 iriver 255 128 mb
4677,ham,It is a good thing I'm now getting the connection to bw,0,55,good thing im getting connection bw
4678,ham,Sry da..jst nw only i came to home..,0,36,sry dajst nw came home
4679,ham,"That's cool he'll be here all night, lemme know when you're around",0,66,thats cool hell night lemme know youre around
4680,ham,Are you staying in town ?,0,25,staying town
4681,ham,"Haha yeah, 2 oz is kind of a shitload",0,37,haha yeah 2 oz kind shitload
4682,ham,Ok u can take me shopping when u get paid =D,0,44,ok u take shopping u get paid
4683,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,160,life means lot love life love people life world calls friends call world ge
4684,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0,63,alright well bring see like ltgt mins
4685,ham,But pls dont play in others life.,0,33,pls dont play others life
4686,ham,Eatin my lunch...,0,17,eatin lunch
4687,ham,Hmmm.but you should give it on one day..,0,40,hmmmbut give one day
4688,ham,"Didn't try, g and I decided not to head out",0,43,didnt try g decided head
4689,ham,Ok no prob,0,10,ok prob
4690,ham,Surly ill give it to you:-) while coming to review.,0,51,surly ill give coming review
4691,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0,154,march ending ready call sure problem capital never complete far hows work ladies
4692,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,113,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas
4693,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,147,pls give food preferably pap slowly loads sugar take hour give water slowly
4694,spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",1,155,urgent mobile 07808726822 awarded å£2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu
4695,ham,A guy who gets used but is too dumb to realize it.,0,50,guy gets used dumb realize
4696,ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",0,64,okey dokey iû÷ll bit sorting stuff
4697,ham,Don no da:)whats you plan?,0,26,dawhats plan
4698,ham,Yes fine ,0,9,yes fine
4699,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,132,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk
4700,ham,I liked the new mobile,0,22,liked new mobile
4701,ham,Anytime...,0,10,anytime
4702,ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0,124,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
4703,ham,Yar but they say got some error.,0,32,yar say got error
4704,ham,Hey anyway i have to :-),0,24,hey anyway
4705,ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0,95,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
4706,ham,Wif my family booking tour package.,0,35,wif family booking tour package
4707,ham,"Did you say bold, then torch later. Or one torch and 2bold?",0,59,say bold torch later one torch 2bold
4708,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",0,73,haha awesome might need take doin tonight
4709,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,88,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary
4710,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,77,huh slow tot u reach long ago liao u 2 days 4 leh
4711,ham,Thats cool princess! I will cover your face in hot sticky cum :),0,64,thats cool princess cover face hot sticky cum
4712,ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,0,76,big brotherû÷s really scraped barrel shower social misfits
4713,ham,Oops i thk i dun haf enuff... I go check then tell Ì_..,0,55,oops thk dun haf enuff go check tell ì
4714,ham,S:)8 min to go for lunch:),0,26,s8 min go lunch
4715,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0,112,hey happened u switch ur cell whole day isnt good u care give call tomorrow
4716,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,77,k addie amp art ill get home
4717,ham,My uncles in Atlanta. Wish you guys a great semester.,0,53,uncles atlanta wish guys great semester
4718,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,102,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
4719,ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,0,79,forgot tell ì smth ì like number sections clearer
4720,ham,"Yup. Anything lor, if u dun wan it's ok...",0,42,yup anything lor u dun wan ok
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*",0,59,im home love still awake loving kiss
4722,ham,HELLO PEACH! MY CAKE TASTS LUSH!,0,32,hello peach cake tasts lush
4723,spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,153,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply
4724,ham,"There'll be a minor shindig at my place later tonight, you interested?",0,70,therell minor shindig place later tonight interested
4725,ham,Jason says it's cool if we pick some up from his place in like an hour,0,70,jason says cool pick place like hour
4726,spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,143,mobile 10 mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call
4727,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,124,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt
4728,ham,I've reached already.,0,21,ive reached already
4729,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,0,77,dont know ask brother nothing problem thing told
4730,ham,K:)eng rocking in ashes:),0,25,keng rocking ashes
4731,ham,Wat time r Ì_ going to xin's hostel?,0,36,wat time r ì going xins hostel
4732,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0,75,good morning dear shijutta great amp successful day
4733,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,154,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase
4734,ham,Oh k:)after that placement there ah?,0,36,oh kafter placement ah
4735,ham,"Not for possession, especially not first offense",0,48,possession especially first offense
4736,ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,175,nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
4737,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0,237,bought test yesterday something lets know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
4738,ham,We have pizza if u want,0,23,pizza u want
4739,ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",0,105,keep seeing weird shit bein woah realising actually reasonable im oh
4740,ham,Many more happy returns of the day. I wish you happy birthday.,0,62,many happy returns day wish happy birthday
4741,ham,Ya very nice. . .be ready on thursday,0,37,ya nice ready thursday
4742,ham,I am in hospital da. . I will return home in evening,0,52,hospital da return home evening
4743,ham,"\Thinking of u ;) x\""""",0,22,thinking u x
4744,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,106,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
4745,ham,Orh i tot u say she now still dun believe.,0,42,orh tot u say still dun believe
4746,ham,"When you just put in the + sign, choose my number and the pin will show. Right?",0,79,put sign choose number pin show right
4747,ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,133,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
4748,ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,91,thanx u darlinim cool thanx bday drinks 2 nite 2morrow take care c u soonxxx
4749,ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0,99,youre still maybe leave credit card get gas get back like told
